FAWN Station,Period,2m T avg (F),2m T min (F),2m T max (F),Tsoil avg-10cm  (F),Tsoil min(avg)-10cm  (F),Tsoil max(avg)-10cm  (F),2m DewPt avg (F),RelHum avg 2m  (pct),2m Rain tot (in),2m Rain max over 15min (in),SolRad avg2m  (w/m^2),10m Wind avg (mph),10m Wind min (mph),10m Wind max (mph),WDir avg10m  (deg),BP avg (mb),N (# obs),2m WetBulb (F),Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,Season,Temp_Range,Soil_Temp_Range,Temp_Category,Apparent_Temp,Wind_Range,Wind_Category,Wind_Chill,Rain_Category,Has_Rain,Rain_Intensity,Humidity_Comfort,Dewpoint_Comfort,Solar_Category,Comfort_Index,Weather_Severity,Station_Avg_Temp,Station_Avg_Rain,Temp_Deviation_From_Station,Temp_Humidity_Interaction,Wind_Rain_Interaction
Apopka,04/04/2023,76.9,65.71,90.28,84.82,80.56,89.53,66.03,71,0,0,298.19,4.6,0.05,16.42,66,1014,96,69.5,2023,4,4,1,2,14,Spring,24.57,8.97,Warm,78.51667,16.37,Calm,76.9,No Rain,0,0,Humid,Uncomfortable,Moderate,88.34075754,0.529,72.36885949,0.159908759,4.531140511,5459.9,0
Apopka,05/04/2023,78.11,69.66,88.45,85.27,82.08,88.07,67.42,73,0,0,244.92,6.82,0.34,21.47,114,1017,96,70.74,2023,4,5,2,2,14,Spring,18.79,5.99,Warm,80.063699,21.13,Light,78.11,No Rain,0,0,Humid,Uncomfortable,Moderate,85.38582186,0.6783,72.36885949,0.159908759,5.741140511,5702.03,0
Apopka,06/04/2023,77.53,68.38,89.44,84.53,81.09,88.02,65.65,70,0,0,248.58,6.33,0.29,19.48,107,1018,96,69.46,2023,4,6,3,2,14,Spring,21.06,6.93,Warm,79.26943,19.19,Light,77.53,No Rain,0,0,Humid,Uncomfortable,Moderate,85.03926578,0.6297,72.36885949,0.159908759,5.161140511,5427.1,0
Apopka,07/04/2023,75.82,67.57,87.58,84.98,81.12,89.44,67.76,78,0.04,0.03,285.16,5.47,0.07,22.59,119,1017,96,70.27,2023,4,7,4,2,14,Spring,20.01,8.32,Warm,77.318068,22.52,Light,75.82,Light,1,0.12,Humid,Uncomfortable,Moderate,93.96453705,0.5898,72.36885949,0.159908759,3.451140511,5913.96,0.2188
Apopka,08/04/2023,76.23,66.15,86.27,84.84,81,88.77,64.93,71,0,0,264.07,4.26,0.07,16.37,226,1015,96,68.61,2023,4,8,5,2,14,Spring,20.12,7.77,Warm,77.689689,16.3,Calm,76.23,No Rain,0,0,Humid,Sticky,Moderate,87.79571211,0.4819,72.36885949,0.159908759,3.861140511,5412.33,0
Apopka,09/04/2023,67.94,62.91,75.45,83.41,81.66,87.39,63.85,87,0,0,109.18,8.35,0.36,21.59,8,1014,96,65.25,2023,4,9,6,2,14,Spring,12.54,5.73,Mild,67.348574,21.23,Light,67.94,No Rain,0,0,Very Humid,Sticky,Low,84.81503457,0.437,72.36885949,0.159908759,-4.428859489,5910.78,0
Apopka,10/04/2023,66.38,61.38,75.54,79.13,77.58,81.57,62.81,89,0.6,0.22,173.09,9,0.56,29.26,40,1017,96,64.05,2023,4,10,0,2,15,Spring,14.16,3.99,Mild,65.316806,28.7,Light,66.38,Heavy,1,0.88,Very Humid,Sticky,Low,80.68937579,1.741,72.36885949,0.159908759,-5.988859489,5907.82,5.4
Apopka,11/04/2023,67.73,58.98,77.43,75.76,72.55,78.93,56.59,70,0,0,256.11,9.14,1.21,32.26,66,1018,96,60.85,2023,4,11,1,2,15,Spring,18.45,6.38,Mild,67.20563,31.05,Light,67.73,No Rain,0,0,Humid,Comfortable,Moderate,80.52778911,0.4791,72.36885949,0.159908759,-4.638859489,4741.1,0
Apopka,12/04/2023,69.66,65.16,76.95,76.31,74.37,77.95,59.38,70,0,0,125.68,9.51,0.98,29.08,81,1014,96,63.12,2023,4,12,2,2,15,Spring,11.79,3.58,Mild,69.58146,28.1,Light,69.66,No Rain,0,0,Humid,Comfortable,Low,80.65710006,0.3974,72.36885949,0.159908759,-2.708859489,4876.2,0
Apopka,13/04/2023,75.01,68.49,86.38,77.85,74.91,81.82,67.31,79,0.05,0.04,211.73,5.37,0.05,22.19,152,1010,96,69.73,2023,4,13,3,2,15,Spring,17.89,6.91,Warm,76.316107,22.14,Light,75.01,Light,1,0.16,Humid,Uncomfortable,Moderate,95.41798454,0.5653,72.36885949,0.159908759,2.641140511,5925.79,0.2685
Apopka,14/04/2023,75.77,69.17,86.27,79.02,76.57,81.91,68.79,80,0.15,0.13,199.4,4.44,0.07,29.24,238,1011,96,70.92,2023,4,14,4,2,15,Spring,17.1,5.34,Warm,77.29328,29.17,Calm,75.77,Moderate,1,0.52,Humid,Uncomfortable,Low,94.65609667,0.7661,72.36885949,0.159908759,3.401140511,6061.6,0.666
Apopka,15/04/2023,76.48,66.92,90.3,80.49,75.99,86.83,68.06,77,0,0,277.07,3.18,0,17.13,228,1013,96,70.66,2023,4,15,5,2,15,Spring,23.38,10.84,Warm,78.126568,17.13,Calm,76.48,No Rain,0,0,Humid,Uncomfortable,Moderate,88.7574209,0.4512,72.36885949,0.159908759,4.111140511,5888.96,0
Apopka,16/04/2023,78.04,68.99,87.19,83.68,79.81,88.14,68.14,73,0,0,240.57,4.6,0.02,17.54,230,1012,96,71.18,2023,4,16,6,2,15,Spring,18.2,8.33,Warm,79.976836,17.52,Calm,78.04,No Rain,0,0,Humid,Uncomfortable,Moderate,89.02952615,0.586,72.36885949,0.159908759,5.671140511,5696.92,0
Apopka,17/04/2023,68.98,58.28,76.68,81.16,78.1,86.36,61.46,80,1.42,0.36,201.19,5.24,0.02,19.04,7,1010,96,64.12,2023,4,17,0,2,16,Spring,18.4,8.26,Mild,68.71072,19.02,Light,68.98,Very Heavy,1,1.44,Humid,Sticky,Moderate,98.92423823,3.1006,72.36885949,0.159908759,-3.388859489,5518.4,7.4408
Apopka,18/04/2023,66.15,52.72,80.31,77.28,72.27,82.99,46.68,55,0,0,332.65,4.8,0.02,23.42,41,1013,96,55.29,2023,4,18,1,2,16,Spring,27.59,10.72,Mild,65.451225,23.4,Calm,66.15,No Rain,0,0,Comfortable,Dry,Moderate,79.8966417,0.3845,72.36885949,0.159908759,-6.218859489,3638.25,0
Apopka,19/04/2023,68.2,55.92,81.28,78.23,73.92,83.03,54.39,64,0,0,274.13,5.73,0.09,20.85,77,1016,96,59.84,2023,4,19,2,2,16,Spring,25.36,9.11,Mild,67.81984,20.76,Light,68.2,No Rain,0,0,Humid,Comfortable,Moderate,86.19581651,0.3192,72.36885949,0.159908759,-4.168859489,4364.8,0
Apopka,20/04/2023,70.38,58.89,81.77,79.48,75.15,84.42,57.6,68,0,0,312.16,6,0,21.9,71,1017,96,62.37,2023,4,20,3,2,16,Spring,22.88,9.27,Warm,70.465272,21.9,Light,70.38,No Rain,0,0,Humid,Comfortable,Moderate,88.88633264,0.259,72.36885949,0.159908759,-1.988859489,4785.84,0
Apopka,21/04/2023,73.08,61.75,85.55,81.03,76.78,86.18,62.72,72,0,0,293.04,5.41,0.13,21.12,87,1013,96,66.26,2023,4,21,4,2,16,Spring,23.8,9.4,Warm,73.811808,20.99,Light,73.08,No Rain,0,0,Humid,Sticky,Moderate,91.6564591,0.3704,72.36885949,0.159908759,0.711140511,5261.76,0
Apopka,22/04/2023,75.76,67.03,85.26,82.88,79.36,86.72,66.4,76,0.1,0.07,284.29,4.36,0.05,16.58,243,1008,96,69.38,2023,4,22,5,2,16,Spring,18.23,7.36,Warm,77.204608,16.53,Calm,75.76,Light,1,0.28,Humid,Uncomfortable,Moderate,91.79379727,0.6624,72.36885949,0.159908759,3.391140511,5757.76,0.436
Apopka,23/04/2023,74.07,64.49,83.01,83.13,79.38,87.1,62.34,68,0,0,299.6,8.14,0.22,21.77,32,1010,96,66.36,2023,4,23,6,2,16,Spring,18.52,7.72,Warm,74.983308,21.55,Light,74.07,No Rain,0,0,Humid,Sticky,Moderate,80.69888042,0.5291,72.36885949,0.159908759,1.701140511,5036.76,0
Apopka,24/04/2023,69.28,64.11,82.2,81.43,79.12,85.23,65.61,89,1.37,0.5,132.25,6.31,0.27,23.17,61,1012,96,66.82,2023,4,24,0,2,17,Spring,18.09,6.11,Mild,69.068536,22.9,Light,69.28,Very Heavy,1,2,Very Humid,Uncomfortable,Low,89.93528284,3.0284,72.36885949,0.159908759,-3.088859489,6165.92,8.6447
Apopka,25/04/2023,71.25,64.74,83.3,78.34,75.45,82.02,66.43,86,0.24,0.2,214.06,5.31,0.05,31.27,87,1011,96,67.99,2023,4,25,1,2,17,Spring,18.56,6.57,Warm,71.60475,31.22,Light,71.25,Moderate,1,0.8,Very Humid,Uncomfortable,Moderate,94.30688015,0.7549,72.36885949,0.159908759,-1.118859489,6127.5,1.2744
Apopka,26/04/2023,73.6,64.96,86.58,79.08,75.31,84.04,67.07,82,0,0,273.61,5.56,0.07,24.9,73,1011,96,69.14,2023,4,26,2,2,17,Spring,21.62,8.73,Warm,74.57416,24.83,Light,73.6,No Rain,0,0,Very Humid,Uncomfortable,Moderate,94.94516122,0.4024,72.36885949,0.159908759,1.231140511,6035.2,0
Apopka,27/04/2023,75.25,66.54,88.97,81.44,78.1,85.71,69.02,83,0.32,0.12,234.19,5.63,0.09,41.56,118,1010,96,70.92,2023,4,27,3,2,17,Spring,22.43,7.61,Warm,76.687975,41.47,Light,75.25,Moderate,1,0.48,Very Humid,Uncomfortable,Moderate,93.07002858,1.1277,72.36885949,0.159908759,2.881140511,6245.75,1.8016
Apopka,28/04/2023,74.26,64.8,82.87,80.07,77.23,82.71,67.27,80,0,0,186.79,5.44,0.09,20.78,228,1008,96,69.47,2023,4,28,4,2,17,Spring,18.07,5.48,Warm,75.38464,20.69,Light,74.26,No Rain,0,0,Humid,Uncomfortable,Low,96.2573262,0.4306,72.36885949,0.159908759,1.891140511,5940.8,0
Apopka,29/04/2023,76.48,69.33,85.42,80.5,77.88,83.14,69.5,80,0,0,166.28,5.92,0.07,34.36,185,1007,96,71.61,2023,4,29,5,2,17,Spring,16.09,5.26,Warm,78.19072,34.29,Light,76.48,No Rain,0,0,Humid,Uncomfortable,Low,93.58326126,0.5608,72.36885949,0.159908759,4.111140511,6118.4,0
Apopka,30/04/2023,73.41,68,76.95,79.76,77.77,82,63.2,71,0.44,0.43,287.45,13.58,0.85,37.13,251,1003,96,66.65,2023,4,30,6,2,17,Spring,8.95,4.23,Warm,74.208963,36.28,Moderate,73.41,Moderate,1,1.72,Humid,Sticky,Moderate,67.98796169,1.5937,72.36885949,0.159908759,1.041140511,5212.11,5.9752
Apopka,01/05/2023,72.28,61.25,81.1,79.71,75.63,84.88,59.62,67,0,0,331.88,8.85,0.76,26.73,265,1008,96,64.17,2023,5,1,0,2,18,Spring,19.85,9.25,Warm,72.784108,25.97,Light,72.28,No Rain,0,0,Humid,Comfortable,Moderate,79.10855617,0.468,72.36885949,0.159908759,-0.088859489,4842.76,0
Apopka,02/05/2023,74.28,67.5,82.87,81.72,77.77,86.68,63.5,71,0,0,329.69,9.86,1.9,24.54,256,1008,96,67.12,2023,5,2,1,2,18,Spring,15.37,8.91,Warm,75.282804,22.64,Light,74.28,No Rain,0,0,Humid,Sticky,Moderate,77.83807802,0.6084,72.36885949,0.159908759,1.911140511,5273.88,0
Apopka,03/05/2023,73,66.7,82.4,82.62,79.12,86.86,55.16,58,0,0,328.51,9.52,1.63,22.91,289,1008,96,62,2023,5,3,2,2,18,Spring,15.7,7.74,Warm,73.5742,21.28,Light,73,No Rain,0,0,Comfortable,Comfortable,Moderate,70.62140147,0.5308,72.36885949,0.159908759,0.631140511,4234,0
Apopka,04/05/2023,72.09,59.31,85.5,82.34,78.06,87.33,54.31,57,0.02,0.02,328.78,3.66,0.02,12.01,302,1012,96,61.23,2023,5,4,3,2,18,Spring,26.19,9.27,Warm,72.483129,11.99,Calm,72.09,Light,1,0.08,Comfortable,Comfortable,Moderate,78.99104862,0.2909,72.36885949,0.159908759,-0.278859489,4109.13,0.0732
Apopka,05/05/2023,73,61.84,86.43,82.6,79.07,86.13,59.7,65,0,0,264.01,6.04,0.38,22.88,85,1015,96,64.47,2023,5,5,4,2,18,Spring,24.59,7.06,Warm,73.6435,22.5,Light,73,No Rain,0,0,Humid,Comfortable,Moderate,85.13671655,0.3916,72.36885949,0.159908759,0.631140511,4745,0
Apopka,06/05/2023,73.48,66.69,79.54,82.57,80.11,85.32,64.22,73,0.01,0.01,235.89,6.62,0.02,27.31,75,1017,96,67.3,2023,5,6,5,2,18,Spring,12.85,5.21,Warm,74.318332,27.29,Light,73.48,Light,1,0.04,Humid,Sticky,Moderate,88.72893682,0.4588,72.36885949,0.159908759,1.111140511,5364.04,0.0662
Apopka,07/05/2023,73.54,64.09,82.6,82.38,79.32,85.59,60.91,67,0,0,280.31,6.67,0.27,23.35,101,1018,96,65.34,2023,5,7,6,2,18,Spring,18.51,6.27,Warm,74.322694,23.08,Light,73.54,No Rain,0,0,Humid,Sticky,Moderate,84.4296405,0.4438,72.36885949,0.159908759,1.171140511,4927.18,0
Apopka,08/05/2023,74.07,60.04,85.39,82.79,78.64,88,59.11,62,0,0,332.33,4.35,0.02,13.67,135,1015,96,64.5,2023,5,8,0,2,19,Spring,25.35,9.36,Warm,74.902722,13.65,Calm,74.07,No Rain,0,0,Humid,Comfortable,Moderate,83.16047874,0.3775,72.36885949,0.159908759,1.701140511,4592.34,0
Apopka,09/05/2023,76.39,65.1,87.06,84.29,80.69,88.23,63.54,66,0,0,273.14,3.32,0,10.67,249,1014,96,67.82,2023,5,9,1,2,19,Spring,21.96,7.54,Warm,77.781742,10.67,Calm,76.39,No Rain,0,0,Humid,Sticky,Moderate,81.64171763,0.4523,72.36885949,0.159908759,4.021140511,5041.74,0
Apopka,10/05/2023,77.54,67.55,90.66,85.43,81.63,90.27,68.57,76,0,0,319.36,4.83,0.07,20.24,311,1014,96,71.31,2023,5,10,2,2,19,Spring,23.11,8.64,Warm,79.431032,20.17,Calm,77.54,No Rain,0,0,Humid,Uncomfortable,Moderate,92.03358375,0.5702,72.36885949,0.159908759,5.171140511,5893.04,0
Apopka,11/05/2023,77.43,70.18,91.81,86.14,83.82,89.8,70.29,82,2.26,0.76,236.67,5.38,0.05,31.45,89,1015,96,72.41,2023,5,11,3,2,19,Spring,21.63,5.98,Warm,79.440558,31.4,Light,77.43,Very Heavy,1,3.04,Very Humid,Oppressive,Moderate,93.14298409,5.1067,72.36885949,0.159908759,5.061140511,6349.26,12.1588
Apopka,12/05/2023,77.83,69.73,88.29,82.6,79.66,85.6,69.83,79,0,0,242,5.07,0.05,19.17,98,1016,96,72.22,2023,5,12,4,2,19,Spring,18.56,5.94,Warm,79.871281,19.12,Light,77.83,No Rain,0,0,Humid,Uncomfortable,Moderate,94.55805082,0.5943,72.36885949,0.159908759,5.461140511,6148.57,0
Apopka,13/05/2023,73.63,66.38,86.36,82.34,80.02,86.16,67.83,84,2.28,1.26,206.77,4.82,0.05,40.06,98,1016,96,69.64,2023,5,13,5,2,19,Spring,19.98,6.14,Warm,74.636236,40.01,Calm,73.63,Very Heavy,1,5.04,Very Humid,Uncomfortable,Moderate,94.253995,4.9343,72.36885949,0.159908759,1.261140511,6184.92,10.9896
Apopka,14/05/2023,75.61,65.75,87.69,80.99,77.18,86.23,64.95,73,0,0,305.89,4.55,0.07,17.29,87,1016,96,68.43,2023,5,14,6,2,19,Spring,21.94,9.05,Warm,76.961449,17.22,Calm,75.61,No Rain,0,0,Humid,Sticky,Moderate,90.35198086,0.4625,72.36885949,0.159908759,3.241140511,5519.53,0
Apopka,15/05/2023,76.11,64.49,87.75,83.39,79.11,88.92,64.03,69,0,0,327.06,4.84,0.09,18.19,65,1016,96,68.03,2023,5,15,0,2,20,Spring,23.26,9.81,Warm,77.501247,18.1,Calm,76.11,No Rain,0,0,Humid,Sticky,Moderate,88.11068807,0.4991,72.36885949,0.159908759,3.741140511,5251.59,0
Apopka,16/05/2023,77.65,66.79,88.47,85.43,81.21,90.88,66.79,72,0,0,324.34,3.97,0.02,17.2,348,1012,96,70.21,2023,5,16,1,2,20,Spring,21.68,9.67,Warm,79.46764,17.18,Calm,77.65,No Rain,0,0,Humid,Uncomfortable,Moderate,86.82005061,0.5413,72.36885949,0.159908759,5.281140511,5590.8,0
Apopka,17/05/2023,79.38,72.97,88.84,86.96,83.77,91.26,70.5,76,0.19,0.09,287.13,5.18,0.05,28.27,285,1008,96,73.1,2023,5,17,2,2,20,Spring,15.87,7.49,Warm,81.732504,28.22,Light,79.38,Moderate,1,0.36,Humid,Oppressive,Moderate,91.25694438,1.0562,72.36885949,0.159908759,7.011140511,6032.88,0.9842
Apopka,18/05/2023,77.99,70.5,89.87,85.68,81.91,90.54,68.67,75,0,0,316.38,4.37,0.09,22.06,292,1010,96,71.5,2023,5,18,3,2,20,Spring,19.37,8.63,Warm,79.967525,21.97,Calm,77.99,No Rain,0,0,Humid,Uncomfortable,Moderate,89.79282385,0.5743,72.36885949,0.159908759,5.621140511,5849.25,0
Apopka,19/05/2023,77.71,68.32,87.85,86.88,82.74,92.1,70.82,81,0,0,326.01,4.82,0.05,21.92,58,1013,96,72.84,2023,5,19,4,2,20,Spring,19.53,9.36,Warm,79.770883,21.87,Calm,77.71,No Rain,0,0,Very Humid,Oppressive,Moderate,93.86136024,0.5783,72.36885949,0.159908759,5.341140511,6294.51,0
Apopka,20/05/2023,78.26,71.98,88.02,87.73,84.7,91.26,72.7,84,0.08,0.07,265.53,6.03,0.05,23.31,62,1013,96,74.28,2023,5,20,5,2,20,Spring,16.04,6.56,Warm,80.549672,23.26,Light,78.26,Light,1,0.28,Very Humid,Oppressive,Moderate,89.45649198,0.8142,72.36885949,0.159908759,5.891140511,6573.84,0.4824
Apopka,21/05/2023,78.15,71.91,90.82,86.65,83.44,90.91,72.39,84,0.06,0.03,269.66,3.91,0.02,21.45,103,1011,96,74.03,2023,5,21,6,2,20,Spring,18.91,7.47,Warm,80.40918,21.43,Calm,78.15,Light,1,0.12,Very Humid,Oppressive,Moderate,88.99716611,0.6839,72.36885949,0.159908759,5.781140511,6564.6,0.2346
Apopka,22/05/2023,76.13,70.39,86.5,85.44,83.41,88.05,72.19,89,0.79,0.3,194.79,4.47,0.02,22.95,79,1010,96,73.32,2023,5,22,0,2,21,Spring,16.11,4.64,Warm,77.930381,22.93,Calm,76.13,Heavy,1,1.2,Very Humid,Oppressive,Low,88.33752127,2.0653,72.36885949,0.159908759,3.761140511,6775.57,3.5313
Apopka,23/05/2023,74.81,69.01,85.53,82.92,80.83,85.39,71.06,89,0.27,0.04,184,5.02,0,21.94,47,1010,96,72.16,2023,5,23,1,2,21,Spring,16.52,4.56,Warm,76.222697,21.94,Light,74.81,Moderate,1,0.16,Very Humid,Oppressive,Low,90.66534826,0.9813,72.36885949,0.159908759,2.441140511,6658.09,1.3554
Apopka,24/05/2023,72.32,68.88,83.59,81.12,79.59,83.05,70.38,94,0.25,0.12,147.28,5.71,0.05,24.92,46,1008,96,70.96,2023,5,24,2,2,21,Spring,14.71,3.46,Warm,73.039664,24.87,Light,72.32,Moderate,1,0.48,Very Humid,Oppressive,Low,87.04937717,0.8444,72.36885949,0.159908759,-0.048859489,6798.08,1.4275
Apopka,25/05/2023,72.6,67.35,83.3,80.11,77.22,84.22,68.42,88,0.18,0.03,239.38,6.43,0.07,24.54,45,1006,96,69.72,2023,5,25,3,2,21,Spring,15.95,7,Warm,73.35504,24.47,Light,72.6,Moderate,1,0.12,Very Humid,Uncomfortable,Moderate,88.99692576,0.7472,72.36885949,0.159908759,0.231140511,6388.8,1.1574
Apopka,26/05/2023,71.72,67.17,78.85,79.71,78.17,81.82,67.72,88,0.48,0.3,168.92,7.82,0.02,27.13,8,1008,96,68.98,2023,5,26,4,2,21,Spring,11.68,3.65,Warm,72.219488,27.11,Light,71.72,Moderate,1,1.2,Very Humid,Uncomfortable,Low,85.65021001,1.3588,72.36885949,0.159908759,-0.648859489,6311.36,3.7536
Apopka,27/05/2023,70.63,60.98,80.35,78.98,74.7,84.94,61.57,74,0,0,343.48,6.27,0.11,16.51,327,1010,96,64.75,2023,5,27,5,2,21,Spring,19.37,10.24,Warm,70.783846,16.4,Light,70.63,No Rain,0,0,Humid,Sticky,Moderate,92.10678886,0.2823,72.36885949,0.159908759,-1.738859489,5226.62,0
Apopka,28/05/2023,71.91,59.65,84.06,81.94,77.49,87.69,60.99,71,0,0,339.07,4.6,0.18,14.92,335,1011,96,64.84,2023,5,28,6,2,21,Spring,24.41,10.2,Warm,72.357513,14.74,Calm,71.91,No Rain,0,0,Humid,Sticky,Moderate,91.34273243,0.2795,72.36885949,0.159908759,-0.458859489,5105.61,0
Apopka,29/05/2023,74.6,64.9,83.66,83.27,79.86,86.99,63.24,71,0,0,248.43,4.44,0.13,12.53,344,1010,96,67.06,2023,5,29,0,2,22,Spring,18.76,7.13,Warm,75.67778,12.4,Calm,74.6,No Rain,0,0,Humid,Sticky,Moderate,89.27826101,0.4076,72.36885949,0.159908759,2.231140511,5296.6,0
Apopka,30/05/2023,76.83,65.25,86.34,84.06,80.15,88.95,64.4,68,0,0,306.07,4.14,0.02,19.19,188,1010,96,68.48,2023,5,30,1,2,22,Spring,21.09,8.8,Warm,78.362652,19.17,Calm,76.83,No Rain,0,0,Humid,Sticky,Moderate,85.03823817,0.5071,72.36885949,0.159908759,4.461140511,5224.44,0
Apopka,31/05/2023,77.36,71.01,85.35,84.99,82.29,87.78,67.56,73,0,0,227.26,7.35,0.02,25.46,84,1010,96,70.61,2023,5,31,2,2,22,Spring,14.34,5.49,Warm,79.133024,25.44,Light,77.36,No Rain,0,0,Humid,Uncomfortable,Moderate,84.35907464,0.662,72.36885949,0.159908759,4.991140511,5647.28,0
Apopka,01/06/2023,78,71.83,86.38,84.59,82.13,87.04,68.83,75,0,0,219.82,7.13,0.38,19.98,67,1009,96,71.61,2023,6,1,3,2,22,Summer,14.55,4.91,Warm,79.98,19.6,Light,78,No Rain,0,0,Humid,Uncomfortable,Moderate,85.96212929,0.6852,72.36885949,0.159908759,5.631140511,5850,0
Apopka,02/06/2023,77.45,69.75,87.35,84.75,81.93,88.29,69.51,78,0,0,263.45,7.28,0.05,23.89,44,1006,96,71.89,2023,6,2,4,2,22,Summer,17.6,6.36,Warm,79.36763,23.84,Light,77.45,No Rain,0,0,Humid,Uncomfortable,Moderate,87.93660752,0.6637,72.36885949,0.159908759,5.081140511,6041.1,0
Apopka,03/06/2023,74.93,68.81,85.95,85.51,82.51,89.42,70.47,87,0.1,0.09,261.26,5.42,0.05,22.82,41,1003,96,71.8,2023,6,3,5,2,22,Summer,17.14,6.91,Warm,76.345403,22.77,Light,74.93,Light,1,0.36,Very Humid,Oppressive,Moderate,91.09896013,0.6633,72.36885949,0.159908759,2.561140511,6518.91,0.542
Apopka,04/06/2023,76.42,69.19,87.15,84.8,81.99,88.27,69.45,81,0,0,283.87,7.84,0.05,30.24,35,1004,96,71.55,2023,6,4,6,2,22,Summer,17.96,6.28,Warm,78.136066,30.19,Light,76.42,No Rain,0,0,Very Humid,Uncomfortable,Moderate,87.57799389,0.6346,72.36885949,0.159908759,4.051140511,6190.02,0
Apopka,05/06/2023,76.41,69.06,85.78,85.03,82.11,88.56,67.66,76,0,0,268.9,7.38,0.31,23.38,40,1009,96,70.38,2023,6,5,0,2,23,Summer,16.72,6.45,Warm,78.017628,23.07,Light,76.41,No Rain,0,0,Humid,Uncomfortable,Moderate,86.90882138,0.6157,72.36885949,0.159908759,4.041140511,5807.16,0
Apopka,06/06/2023,77.66,65.57,88.77,85.69,81.75,90.86,65.5,69,0,0,334.72,4.48,0.02,17.05,110,1011,96,69.41,2023,6,6,1,2,23,Summer,23.2,9.11,Warm,79.404182,17.03,Calm,77.66,No Rain,0,0,Humid,Uncomfortable,Moderate,86.17432315,0.5622,72.36885949,0.159908759,5.291140511,5358.54,0
Apopka,07/06/2023,76.43,69.4,85.17,86,84.04,89.22,69.93,81,0.03,0.02,183.37,3.67,0.02,18.5,180,1008,96,71.87,2023,6,7,2,2,23,Summer,15.77,5.18,Warm,78.148739,18.48,Calm,76.43,Light,1,0.08,Very Humid,Uncomfortable,Low,91.42454226,0.5283,72.36885949,0.159908759,4.061140511,6190.83,0.1101
Apopka,08/06/2023,80.17,72.73,88.66,85.11,82.15,89.65,71.13,76,0,0,305.83,7.29,0.13,18.03,257,1006,96,73.75,2023,6,8,3,2,23,Summer,15.93,7.5,Warm,82.720636,17.9,Light,80.17,No Rain,0,0,Humid,Oppressive,Moderate,84.89778419,0.8001,72.36885949,0.159908759,7.801140511,6092.92,0
Apopka,09/06/2023,80.2,74.62,90,87.43,84.09,91.9,70.55,74,0,0,317.05,6.08,0.02,18.83,274,1007,96,73.37,2023,6,9,4,2,23,Summer,15.38,7.81,Warm,82.69084,18.81,Light,80.2,No Rain,0,0,Humid,Oppressive,Moderate,86.87932398,0.7532,72.36885949,0.159908759,7.831140511,5934.8,0
Apopka,10/06/2023,78.83,69.51,90.77,88.14,84.49,92.52,69.11,74,0,0,313.28,3.73,0.02,17.87,10,1009,96,72.04,2023,6,10,5,2,23,Summer,21.26,8.03,Warm,80.986286,17.85,Calm,78.83,No Rain,0,0,Humid,Uncomfortable,Moderate,86.81549679,0.5907,72.36885949,0.159908759,6.461140511,5833.42,0
Apopka,11/06/2023,80.84,71.37,90.88,89.27,85.6,93.9,71.18,74,0,0,328.25,5.09,0.05,19.48,256,1009,96,73.97,2023,6,11,6,2,23,Summer,19.51,8.3,Warm,83.487128,19.43,Light,80.84,No Rain,0,0,Humid,Oppressive,Moderate,89.25499246,0.7456,72.36885949,0.159908759,8.471140511,5982.16,0
Apopka,12/06/2023,82.94,73.83,92.95,90.2,86.83,94.23,72.29,72,0,0,316.75,6.4,0.2,25.59,260,1010,96,75.29,2023,6,12,0,2,24,Summer,19.12,7.4,Warm,86.014544,25.39,Light,82.94,No Rain,0,0,Humid,Oppressive,Moderate,82.96400979,0.903,72.36885949,0.159908759,10.57114051,5971.68,0
Apopka,13/06/2023,84.03,75.65,93.79,90.89,87.49,95.2,73.2,72,0,0,334.29,7.93,0.45,17.05,263,1011,96,76.19,2023,6,13,1,2,24,Summer,18.14,7.71,Warm,87.363528,16.6,Light,84.03,No Rain,0,0,Humid,Oppressive,Moderate,78.04174485,1.0187,72.36885949,0.159908759,11.66114051,6050.16,0
Apopka,14/06/2023,84.39,76.05,93.78,91.52,88.2,95.22,74.49,74,0,0,304.45,6.86,0.45,21.16,241,1010,96,77.16,2023,6,14,2,2,24,Summer,17.73,7.02,Warm,87.904038,20.71,Light,84.39,No Rain,0,0,Humid,Oppressive,Moderate,82.18353751,0.9939,72.36885949,0.159908759,12.02114051,6244.86,0
Apopka,15/06/2023,77.73,67.57,93.38,89.51,86.38,93.63,70.94,82,0.7,0.2,248.35,6.78,0.16,33.02,230,1011,96,72.93,2023,6,15,3,2,24,Summer,25.81,7.25,Warm,79.821738,32.86,Light,77.73,Heavy,1,0.8,Very Humid,Oppressive,Moderate,89.05849673,2.0577,72.36885949,0.159908759,5.361140511,6373.86,4.746
Apopka,16/06/2023,79.08,70.3,89.2,86.54,83.79,89.64,72.93,83,0,0,238.76,8,0.05,35.61,227,1010,96,74.66,2023,6,16,4,2,24,Summer,18.9,5.85,Warm,81.567012,35.56,Light,79.08,No Rain,0,0,Very Humid,Oppressive,Moderate,84.15697989,0.774,72.36885949,0.159908759,6.711140511,6563.64,0
